label,index,filename,mjd,x_star,y_star,flux
"StarA_(2534,3467)",164,V462_sloan_r_60.000secs_00000319_red.fits,60963.28145686343,2533.9870901560303,3467.059348473041,2309.779194250774
"StarA_(2534,3467)",165,V462_sloan_r_60.000secs_00000320_red.fits,60963.28216328704,2535.792888597472,3465.1006723180126,2383.1850639492304
"StarA_(2534,3467)",166,V462_sloan_r_60.000secs_00000321_red.fits,60963.282869918985,2517.790264063312,3470.355611968332,2033.2564338971551
"StarA_(2534,3467)",167,V462_sloan_r_60.000secs_00000322_red.fits,60963.2835790625,2534.7992238294737,3464.073686843426,1455.5187050573068
"StarA_(2534,3467)",168,V462_sloan_r_60.000secs_00000323_red.fits,60963.28428533565,2536.006962687441,3465.019987217095,2154.4495697775237
"StarA_(2534,3467)",169,V462_sloan_r_60.000secs_00000324_red.fits,60963.284992106484,2534.8905836194913,3465.1599300597263,1953.4023666483408
"StarA_(2534,3467)",170,V462_sloan_r_60.000secs_00000325_red.fits,60963.2856984838,2542.7045281853507,3463.4336849678343,843.4253948847561
"StarA_(2534,3467)",171,V462_sloan_r_60.000secs_00000326_red.fits,60963.286404618055,2505.28487597274,3432.1900693402304,296.23587837145857
"StarA_(2534,3467)",172,V462_sloan_r_60.000secs_00000327_red.fits,60963.28711133102,2578.9937682893296,3436.9992515913978,2047.10295679813
"StarA_(2534,3467)",173,V462_sloan_r_60.000secs_00000328_red.fits,60963.28781753472,2531.264458152138,3495.1818051902596,2189.9386795641203
"StarA_(2534,3467)",174,V462_sloan_r_60.000secs_00000329_red.fits,60963.28852430556,2535.998361481388,3465.0096376779798,2096.994421399255
"StarA_(2534,3467)",175,V462_sloan_r_60.000secs_00000330_red.fits,60963.28923072917,2518.610029245541,3467.30018623776,1990.2094743232333
"StarA_(2534,3467)",176,V462_sloan_r_60.000secs_00000331_red.fits,60963.2899375,2536.031333566975,3465.050938943572,2077.9704778047544
"StarA_(2534,3467)",177,V462_sloan_r_60.000secs_00000332_red.fits,60963.29064399305,2505.6651456011805,3484.9854552377765,1396.851954683732
"StarA_(2534,3467)",178,V462_sloan_r_60.000secs_00000333_red.fits,60963.29135076389,2578.992986057111,3436.999577710259,3633.689729114238
"StarA_(2534,3467)",179,V462_sloan_r_60.000secs_00000334_red.fits,60963.29205753472,2540.912782203352,3463.159430195478,1385.938228504187
"StarA_(2534,3467)",180,V462_sloan_r_60.000secs_00000335_red.fits,60963.29276372685,2540.027883177775,3462.624056968114,1305.1882918860315
"StarA_(2534,3467)",181,V462_sloan_r_60.000secs_00000336_red.fits,60963.29347542824,2535.7482442684372,3465.136977501315,2353.500072437899
"StarA_(2534,3467)",182,V462_sloan_r_60.000secs_00000337_red.fits,60963.29418204861,2538.165257208299,3463.1496236682656,1479.7221339150449
"StarA_(2534,3467)",183,V462_sloan_r_60.000secs_00000338_red.fits,60963.29488884259,2535.502872365459,3465.5043988558864,2183.8908590801993
"StarA_(2534,3467)",184,V462_sloan_r_60.000secs_00000339_red.fits,60963.29559563658,2534.8285877613744,3466.4195983187974,2311.660694645754
"StarA_(2534,3467)",185,V462_sloan_r_60.000secs_00000340_red.fits,60963.29630214121,2535.9760890349207,3464.6420685482317,2290.954972258528
"StarA_(2534,3467)",186,V462_sloan_r_60.000secs_00000341_red.fits,60963.297008842594,2535.571009167079,3465.865279945637,1927.2676709224297
"StarA_(2534,3467)",187,V462_sloan_r_60.000secs_00000342_red.fits,60963.29771528935,2538.206740771556,3461.273311288581,1774.0314052967187
"StarA_(2534,3467)",188,V462_sloan_r_60.000secs_00000343_red.fits,60963.29842196759,2579.057381117049,3436.9839471045757,2394.974952565664
"StarA_(2534,3467)",189,V462_sloan_r_60.000secs_00000344_red.fits,60963.29912819444,2535.7381593249725,3465.3256066612853,2297.7325250843296
