RA,DEC,MAG_AUTO,MAGERR_AUTO
358.0717161,-31.4016228,-5.0772,5.3967
357.749513,-31.4020966,-5.4824,0.136
358.0708404,-31.400004,-4.09,0.3509
356.6445607,-31.4010701,-5.1918,0.1601
356.6355677,-31.4012863,-5.4255,0.1527
356.2068817,-31.3976846,-4.1887,0.3303
356.3644314,-31.398712,-5.261,0.1529
358.0711396,-31.3956366,-1.3312,8.4824
356.2152338,-31.3941545,-4.2649,0.2516
358.0717133,-31.392955,-4.1604,0.378
358.0707717,-31.3926411,-4.5581,0.3719
356.2070021,-31.39115,-3.9834,0.4982
358.0686513,-31.3889704,-4.8324,0.2293
356.2056814,-31.3863061,-4.568,0.2983
356.689771,-31.385275,-5.0873,0.2021
358.0480603,-31.3828235,-6.4964,0.0392
357.8195665,-31.3816936,-5.645,0.133
357.0170534,-31.3831337,-4.8119,0.2134
357.4237624,-31.3822682,-6.3521,0.1047
356.6081875,-31.3796024,-5.5969,0.161
358.0049212,-31.3768925,-13.1679,0.069
356.210529,-31.3749043,-5.1181,0.2088
358.0708067,-31.3747669,99.0,99.0
356.9033597,-31.3772081,-5.4834,0.12
356.6936495,-31.3763322,-5.0046,0.19
356.2114731,-31.372774,-4.4091,0.238
356.42785,-31.3726409,-4.5938,0.2092
356.2102262,-31.3706097,-4.8241,0.2295
356.6424647,-31.3730139,-5.7376,0.1438
357.481679,-31.3715686,-4.5951,0.2345
358.0713095,-31.3691496,-5.046,2.297
357.7516426,-31.3700514,-4.7867,0.2355
358.0693861,-31.3679303,-4.9717,0.1553
356.210338,-31.3660775,-4.5176,0.2067
357.3028568,-31.3694536,-5.2354,0.1535
358.0674634,-31.3649815,-4.3323,0.2898
357.3809028,-31.3662621,-5.4949,0.1717
358.07062,-31.3634974,-4.3653,0.3759
358.0710304,-31.36317,-4.3497,0.3322
357.384945,-31.3621155,-4.7944,0.2566
356.2085158,-31.3546017,-4.0391,0.3626
356.2072036,-31.3531284,-4.7955,0.2385
356.2081809,-31.3506515,-2.0132,3.3889
357.3531586,-31.3531564,-6.5441,0.0996
356.8338748,-31.3520653,-10.142,0.4728
356.2113588,-31.3465731,-3.843,0.4474
356.9206956,-31.3499991,-4.6826,0.2422
356.7253067,-31.3486794,-5.7596,0.1358
357.2669208,-31.3463133,-4.5171,0.2141
356.2120467,-31.3423126,-4.4823,0.2291
358.0621246,-31.3422748,-4.8234,0.1778
358.058883,-31.34138,-4.6811,0.1993
357.2999786,-31.344369,-5.0857,0.1904
358.0678317,-31.3407197,-3.9715,0.5268
357.3391395,-31.3423654,-4.5147,0.2068
358.0694993,-31.3383626,-6.7278,1.0146
358.0696933,-31.3385854,-6.3569,1.0097
358.048138,-31.337951,-5.0041,0.1045
358.0646188,-31.338093,99.0,99.0
358.0618503,-31.338335,99.0,99.0
358.1598515,-31.3352095,-4.0772,0.1824
356.2083605,-31.3355132,-4.1271,0.3221
358.1599053,-31.334874,-4.0123,0.2432
358.1591288,-31.3349814,99.0,99.0
358.0657576,-31.3358355,-4.2664,0.2954
358.1232621,-31.3347206,-3.8166,0.3859
357.6763028,-31.3373467,-4.5977,0.1729
357.6775328,-31.3372824,-4.2705,0.2338
358.199221,-31.3342539,-3.1113,0.7548
356.2420162,-31.334123,-5.3844,0.1509
358.1817341,-31.3341967,-3.2993,0.7071
358.1588611,-31.3345716,-4.8296,0.2079
358.1669285,-31.3346713,-3.1675,0.9236
358.1289606,-31.3336228,-4.0536,0.2965
357.3174096,-31.3368423,-5.1996,0.0939
358.080654,-31.334687,-2.857,1.0705
358.1426311,-31.3341673,99.0,99.0
358.1557406,-31.3338445,-5.322,0.1138
358.1788906,-31.3335633,99.0,99.0
358.0860144,-31.3336803,99.0,99.0
358.2367398,-31.3326254,-3.4063,0.6963
358.0682828,-31.3334743,-4.2841,0.2406
358.1423264,-31.3334258,-3.0271,0.8766
358.1646819,-31.3329667,-4.7517,0.1945
358.1956511,-31.332499,99.0,99.0
358.1927131,-31.3329704,99.0,99.0
358.2021758,-31.3321284,-1.5528,2.8487
358.2416774,-31.3317889,99.0,99.0
358.1971086,-31.3338035,99.0,99.0
358.1718964,-31.3338534,99.0,99.0
358.2150228,-31.3321742,-1.3768,4.1007
358.1377864,-31.3329657,99.0,99.0
357.6709754,-31.3345837,-4.6571,0.2035
358.2241011,-31.3315764,99.0,99.0
358.0653448,-31.3330103,-4.4771,0.3369
358.1621305,-31.3324441,-4.1628,0.4483
356.1718626,-31.3312305,-5.8711,0.0553
358.1704259,-31.3321827,99.0,99.0
358.0755328,-31.3327022,99.0,99.0
358.178356,-31.3325923,99.0,99.0
358.1871271,-31.3318656,99.0,99.0
358.2019498,-31.3315245,99.0,99.0
358.1722423,-31.331637,-4.1951,0.3439
358.0829087,-31.3322701,-4.3973,0.2251
358.1399616,-31.3319432,-4.0734,0.279
358.2371739,-31.3318559,-3.4734,0.6981
358.1155003,-31.3330485,99.0,99.0
358.1171952,-31.3316052,-4.0389,0.2809
358.1665919,-31.3306632,-3.9781,0.3115
356.1134186,-31.3298908,-2.0716,2.3133
356.1519857,-31.3308053,99.0,99.0
358.2228676,-31.3302329,-3.7085,0.3607
358.1239999,-31.33196,99.0,99.0
356.0890035,-31.3300741,-8.9152,0.0145
356.0991362,-31.329676,-4.2053,0.2104
358.0928575,-31.331246,-3.8387,0.4076
358.1239803,-31.3308647,-4.5334,0.1658
358.224334,-31.3300444,-3.0152,0.9127
358.1515998,-31.3309768,-4.6457,0.218
358.2055469,-31.330323,-4.2602,0.277
358.0964218,-31.3308944,-4.3819,0.1977
358.1377475,-31.330924,-2.1428,2.2115
358.1947542,-31.3311588,99.0,99.0
356.1474465,-31.3296397,-4.0137,0.3521
358.1636345,-31.3303224,-3.3803,0.6092
358.0969394,-31.3305362,-4.4956,0.1746
358.2279943,-31.3298252,-4.0801,0.4037
358.112143,-31.3311183,99.0,99.0
356.1066603,-31.3299294,99.0,99.0
358.1503749,-31.3312511,99.0,99.0
358.172576,-31.3299037,-4.2298,0.3016
358.1615804,-31.3298841,-5.0533,0.1632
358.1799638,-31.3296396,-2.6382,1.3281
358.0889431,-31.329658,-3.2953,0.7303
357.6636468,-31.3317627,-4.4242,0.3743
358.2010863,-31.3290717,-3.9902,0.3395
358.1282556,-31.3298253,0.5261,31.9919
356.2119009,-31.3288214,-4.6491,0.1792
358.1366249,-31.32947,-3.6935,0.4436
358.1917662,-31.3285732,-4.6476,0.1779
358.1497067,-31.3300312,99.0,99.0
358.1534796,-31.3287618,-4.2178,0.2294
357.6721772,-31.3320738,-5.4563,0.1581
356.2124894,-31.3286112,-4.714,0.3019
358.1751976,-31.3289806,-4.416,0.2365
358.0867346,-31.3292401,-4.3203,0.2456
358.2085063,-31.327822,-3.9082,0.3482
358.1539606,-31.3306142,99.0,99.0
358.1951631,-31.3286922,-4.0136,0.4201
358.1832332,-31.3284865,-4.0834,0.3682
356.1910827,-31.3285558,-4.4397,0.2533
358.2393816,-31.3272035,-3.8108,0.3465
358.1055427,-31.3281496,-4.373,0.2105
358.1486242,-31.3281248,-4.3485,0.2452
358.0880239,-31.3286023,-4.4106,0.2442
358.1008677,-31.3280198,-4.3329,0.2049
358.1024449,-31.3278698,-4.209,0.2184
356.1087152,-31.3280442,99.0,99.0
358.1595024,-31.3275191,-4.6402,0.1963
358.0782697,-31.3298825,99.0,99.0
356.203103,-31.3267226,-4.1631,0.2406
356.3524278,-31.3276677,-4.4476,0.1861
356.1474842,-31.3266749,-4.6662,0.1475
358.2158745,-31.32658,-4.3826,0.2399
358.1360969,-31.3275806,-4.5456,0.2325
358.1448322,-31.3292869,99.0,99.0
358.2302687,-31.3269627,99.0,99.0
358.1861513,-31.3274055,-4.7977,0.2057
358.2234806,-31.3258473,-3.7493,0.4001
358.1127934,-31.3273109,-4.7627,0.3264
356.7458649,-31.3294284,-5.8536,0.1437
356.0537009,-31.3239149,-4.9822,0.1588
356.2628308,-31.3256838,-4.7798,0.1945
356.0369757,-31.3235193,-4.8157,0.15
356.2598119,-31.3255517,-4.6601,0.1803
356.5536004,-31.3265298,-5.1197,0.0866
356.2969709,-31.3253427,-4.8266,0.1617
356.9763759,-31.327094,-5.2547,0.0844
356.0431201,-31.3225617,99.0,99.0
358.2364382,-31.3224533,-4.1199,0.3288
356.0325638,-31.3207108,-3.5825,0.343
356.7151633,-31.3249603,-4.6534,0.1661
358.2481622,-31.3214144,-4.1902,0.3486
358.1478109,-31.3197883,-4.8246,0.2094
356.5053464,-31.3208252,-5.2237,0.192
357.5166116,-31.3216997,-4.4974,0.3147
357.9764171,-31.3204087,-4.9783,0.2344
356.5033574,-31.3198374,-6.0182,0.1159
356.2223253,-31.3173854,-4.537,0.1775
356.0316616,-31.3157355,99.0,99.0
356.0376564,-31.3153092,-3.8011,0.4312
356.4983503,-31.3182569,-6.1503,0.106
356.0648761,-31.3152145,-4.6606,0.1739
358.0858469,-31.3159576,-4.6771,0.1239
358.1356009,-31.3156299,-4.6635,0.1727
356.0395442,-31.314239,99.0,99.0
356.497139,-31.317247,-5.8912,0.1235
356.0444104,-31.3138591,-3.7374,0.5978
356.0500906,-31.314068,-3.0115,0.9254
356.4974446,-31.3173829,-6.1013,0.1145
356.4966681,-31.3171555,-6.1176,0.1383
356.4979941,-31.3167358,-6.1326,0.1076
356.4979728,-31.3162035,-6.6114,0.0828
356.4962594,-31.3165494,-6.3873,0.1055
356.818881,-31.3170064,-11.517,0.1559
356.4959294,-31.3157285,-6.2246,0.1177
356.4955504,-31.3156146,-5.6693,0.1587
356.1694631,-31.3134657,-6.3223,0.1065
356.0532709,-31.3123032,-4.5746,0.1978
356.4970359,-31.3160986,-7.107,0.0641
356.4968156,-31.3153619,-6.6658,0.0803
356.498553,-31.3159059,-7.4068,0.0607
356.4955548,-31.3145305,-5.3919,0.1438
356.4963545,-31.3148688,-6.5705,0.0814
356.4972184,-31.3152058,-7.1571,0.063
356.4960277,-31.3136684,-5.5596,0.1349
356.4953367,-31.3148856,-6.6994,0.0855
356.4956129,-31.3135193,-6.4077,0.0892
356.9312396,-31.3150282,-4.4485,0.2624
358.245546,-31.3104891,-4.1261,0.2523
356.4945012,-31.3130841,-6.027,0.1225
356.4951362,-31.3126233,-4.9143,0.1758
356.4960262,-31.3133668,-6.4112,0.0919
356.4943814,-31.3128479,-6.2085,0.1088
356.4951197,-31.3122426,-5.9419,0.112
358.2348941,-31.3092627,-4.4648,0.1626
358.2530861,-31.3097759,-3.4888,7.4164
357.6479642,-31.312528,-5.4384,0.1399
356.2740724,-31.3091617,-5.9391,0.1066
356.0712891,-31.305267,-4.8753,0.1764
357.6541998,-31.3081013,-5.0789,0.1717
356.0351597,-31.3038026,-4.7235,0.2002
356.0365111,-31.3017156,-4.1418,0.3343
356.0457759,-31.3017906,-4.9457,0.1775
356.8181662,-31.3048371,-6.8126,0.0758
356.1248988,-31.2997522,-5.5383,0.1416
356.3818341,-31.2981633,-4.5779,0.256
356.2665149,-31.2970036,-5.5254,0.1353
357.0307487,-31.2998179,-5.4348,0.1449
357.0302177,-31.3001258,-5.7078,0.1327
357.0332107,-31.2992139,-5.2986,0.1664
357.0334684,-31.2995387,-5.9959,0.1172
357.0233156,-31.2986781,-5.4698,0.1474
358.2489518,-31.2953781,-3.9364,0.5943
357.0237498,-31.2982314,-6.0133,0.1078
356.8409996,-31.2982305,-4.8087,0.2223
358.2484948,-31.293427,-4.366,0.2568
358.2499272,-31.2931073,-4.8483,0.1979
358.247498,-31.2932932,-4.7232,0.185
357.037447,-31.2974226,-6.47,0.0874
358.2500847,-31.2934465,-4.6608,0.2422
357.0222795,-31.296479,-5.0999,0.1667
356.2687739,-31.2932887,-4.8367,0.2007
358.2516955,-31.291426,-4.4664,0.2857
357.9702489,-31.293259,-4.9289,0.1862
356.448532,-31.2924341,-4.8927,0.1523
358.2528885,-31.2907288,-4.7806,11.149
357.5552062,-31.3194123,-15.4551,0.1429
356.0245192,-31.2872756,-5.7137,0.5788
357.0193278,-31.2908096,-4.5114,0.2915
358.2416588,-31.2856239,-4.7817,0.2138
358.243757,-31.282771,-4.848,0.2519
357.868963,-31.285679,-4.7354,0.2323
358.242859,-31.2818427,-5.0215,0.2685
358.2439598,-31.2815134,-5.7313,0.157
358.2442483,-31.2799405,-4.4402,0.2162
357.0720318,-31.2840878,-4.3495,0.2622
358.2463413,-31.280571,-4.7809,0.2123
358.2440825,-31.279527,-4.4547,0.2605
356.0474782,-31.2782625,-4.659,0.1761
358.2449151,-31.2788601,-4.7507,0.1683
358.2529275,-31.2788556,-3.5706,0.5371
358.2498193,-31.2786741,-4.162,0.2725
358.252145,-31.2790973,99.0,99.0
358.2473859,-31.278534,-4.338,0.2241
358.2526419,-31.2794387,-5.4551,1.5246
358.2526636,-31.2783909,99.0,99.0
358.2477526,-31.2766915,-4.9561,0.1733
358.251443,-31.276346,-4.3867,0.4233
356.0334156,-31.2702344,-6.0768,0.0545
358.020491,-31.2723962,-5.8377,0.1123
358.249662,-31.2668292,-4.4256,0.2641
357.3554008,-31.2674039,-4.6554,0.2514
356.644679,-31.2644524,-5.0537,0.2014
356.4264381,-31.2605982,-5.9268,0.1263
356.0268354,-31.2559031,-4.4841,0.2184
358.2509428,-31.2566969,-4.3947,0.3279
358.2440079,-31.2563294,-4.6876,0.1841
358.1354529,-31.2571035,-4.927,0.2075
358.2407929,-31.2541244,-4.1588,0.2522
357.7681568,-31.2565483,-5.0659,0.2028
358.2486037,-31.2516194,-4.7294,0.1586
357.7934845,-31.2536492,-4.526,0.1682
356.4275713,-31.2527475,-12.385,0.0955
358.2364836,-31.2457609,-4.7392,0.1206
357.5212204,-31.2488611,-6.0649,0.1209
358.2281845,-31.243854,-5.801,0.0586
358.2519814,-31.2444285,99.0,99.0
358.2515796,-31.2436428,99.0,99.0
358.2489237,-31.2418411,-4.4067,0.1927
358.0857655,-31.24292,-5.1496,0.2307
358.2524079,-31.2400384,99.0,99.0
358.2521603,-31.2391241,-4.0717,0.4114
357.4901846,-31.2414043,-5.1813,0.1719
358.2523667,-31.2383183,-4.661,3.1641
356.0481305,-31.2346771,-3.6243,0.4476
358.2485808,-31.2350699,-3.6026,0.6889
356.6997731,-31.2375164,-5.2996,0.1581
356.0261223,-31.232816,-5.0544,0.1869
356.2138601,-31.233855,-5.161,0.1792
358.2525168,-31.233415,-5.4307,1.6048
356.0280835,-31.2306531,-4.2504,0.3493
356.0454759,-31.2307813,-6.0775,0.1245
358.2515855,-31.2300042,-3.1594,0.828
358.2483343,-31.2288808,-4.5621,0.2273
358.2511016,-31.2290344,-5.347,0.1314
356.0532183,-31.2272686,-5.2133,0.1967
356.9863573,-31.2319125,-5.2489,0.1987
358.2492215,-31.2272881,-3.4805,0.6957
357.6906084,-31.2302102,-5.2899,0.146
358.2511867,-31.2263509,-4.4002,2.2164
358.2460299,-31.2257958,-4.6695,0.247
356.0267782,-31.2228476,-6.3333,0.0478
358.2464427,-31.2240014,-4.3142,0.2467
358.2459588,-31.2237197,-4.5386,0.2192
357.7117881,-31.2253356,-4.5803,0.2225
357.3620109,-31.2247396,-5.5166,0.157
358.2186043,-31.2218594,-5.7236,0.11
358.2515013,-31.2219191,99.0,99.0
357.731592,-31.2204883,-5.5887,0.1205
356.7786737,-31.2383248,-15.3974,0.0029
356.8842714,-31.2204945,-7.0666,0.0676
356.8766517,-31.2181583,-6.7551,0.0801
358.248888,-31.2130065,-3.3799,0.7805
357.5263845,-31.2143785,-5.6937,0.1279
356.3329463,-31.2119071,-4.812,0.1597
357.5265417,-31.2137304,-5.1644,0.1525
356.0450537,-31.2081516,-4.7423,0.3129
357.2467544,-31.2123698,-5.3829,0.171
358.2478536,-31.2080951,-4.5792,0.2323
358.2521368,-31.2072592,-2.8982,1.4126
358.0274878,-31.2083781,-5.1579,0.1328
358.2514403,-31.2067015,99.0,99.0
358.2508369,-31.2065958,-4.6638,0.2191
358.2506614,-31.2051132,99.0,99.0
358.2509228,-31.2045132,-4.8338,0.2413
356.027351,-31.203461,-5.2435,0.1497
358.2404022,-31.203495,-5.5202,0.0829
357.6911326,-31.2062631,-5.7342,0.1294
356.029206,-31.1967941,-4.6517,0.1609
356.026747,-31.1964146,-5.1054,0.2154
356.0277324,-31.193922,-4.7409,0.2256
358.2396434,-31.1934821,-5.5142,0.0794
358.2497766,-31.192986,-4.7206,0.1819
358.2508163,-31.19235,-4.3041,0.4094
358.2521519,-31.1926435,99.0,99.0
356.604765,-31.1931645,-13.9206,0.0039
358.2521201,-31.1884069,-4.65,2.1651
356.0290623,-31.1870445,-5.3968,0.1325
356.0501822,-31.1874956,-4.6789,0.2167
356.0285961,-31.1864443,-5.0499,0.1977
357.2878865,-31.1899064,-4.3773,0.201
356.3770188,-31.2051167,-15.5232,0.0029
356.0289793,-31.182719,-4.1542,0.3078
358.2506428,-31.1815654,99.0,99.0
358.2515506,-31.1813258,-4.5477,0.3457
356.2981984,-31.1816661,-5.5856,0.1477
356.0397456,-31.1791217,-5.1725,0.1561
358.250149,-31.1787348,-5.0298,0.1902
356.9878566,-31.1833428,-7.1773,0.0733
358.2427396,-31.1773816,-4.4786,0.2344
356.9895591,-31.1819008,-7.0946,0.0675
357.3025277,-31.1804085,-4.4179,0.2033
358.2417003,-31.175869,-4.6923,0.2073
358.2513862,-31.1753494,-4.0269,0.5496
356.0318863,-31.1741377,-4.815,0.2238
358.2517442,-31.1736112,-6.682,1.4345
358.2497216,-31.1728345,-6.4509,0.7537
358.2517312,-31.1743988,99.0,99.0
356.3966785,-31.1735914,-5.524,0.1553
356.9840805,-31.1759114,-5.7863,0.1282
358.226136,-31.1707185,-4.3473,0.2825
358.2443635,-31.1704437,-3.9828,0.3747
356.0745182,-31.1689726,-4.537,0.1415
356.4369024,-31.1714785,-4.6805,0.2378
356.5807964,-31.1721362,-4.9098,0.2312
357.1589868,-31.1738674,-4.9268,0.2286
356.0288448,-31.1677257,-3.3392,0.9645
358.0475415,-31.1693866,-4.5087,0.1751
358.2233397,-31.1671319,-6.0708,0.0488
358.2449531,-31.1688661,99.0,99.0
358.2446076,-31.1673778,-4.3327,0.2583
356.749028,-31.1717027,-5.2237,0.1528
357.5031006,-31.1703126,-5.0927,0.1114
356.0341085,-31.1657129,-4.8728,0.1767
357.8301195,-31.1688468,-5.2077,0.0962
357.4835824,-31.1700081,-4.8983,0.2688
357.1084131,-31.1699246,-4.7331,0.1205
356.028796,-31.1652995,-4.8192,0.2424
358.2458657,-31.1658984,-4.2494,0.2539
356.3967169,-31.1668045,-4.6317,0.1799
357.856313,-31.1676681,-4.421,0.2471
357.7561721,-31.1677427,-4.4403,0.1639
356.027418,-31.1630456,-4.2196,0.4263
357.8566482,-31.1664076,-5.5047,0.1498
358.2099985,-31.1637014,-4.3909,0.2223
358.192569,-31.1644498,99.0,99.0
357.0510043,-31.1674973,-5.0014,0.1595
358.2498608,-31.1627173,99.0,99.0
357.8712106,-31.1654959,-12.0891,0.0024
356.7812453,-31.166029,-4.7074,0.217
358.250036,-31.1627159,-15.5448,0.0014
358.2503253,-31.1627135,-17.6834,0.0002
356.6144801,-31.1648764,-4.5857,0.1443
356.81279,-31.165801,-4.875,0.2273
358.2254002,-31.162245,-4.4581,0.207
356.7831678,-31.1657373,-5.7378,0.1384
356.0569799,-31.1609098,-4.5469,0.2836
358.2464568,-31.1621453,-16.6839,0.0003
357.7105693,-31.1653795,-5.7273,0.1002
358.1956822,-31.1605259,-11.583,0.0027
356.039966,-31.1606888,-4.3059,0.3431
358.1958574,-31.1605245,-12.7806,0.0028
358.1961341,-31.1605223,-15.4261,0.0005
357.527356,-31.1636432,-5.3796,0.143
358.1985924,-31.1598226,-4.5913,0.1388
356.8037227,-31.1640193,-8.5792,0.0118
358.248769,-31.1598827,99.0,99.0
357.8818902,-31.161473,-4.6741,0.1882
356.8043017,-31.1635301,-9.5072,0.0074
356.8029143,-31.1626113,-4.4165,0.1628
358.2443886,-31.1594102,-4.8431,0.173
356.8043557,-31.1639675,-10.3272,0.0049
356.7942918,-31.1621671,-5.3751,0.1058
356.759836,-31.1621516,-4.308,0.3001
357.857592,-31.1606177,-14.4772,0.0007
358.2293956,-31.1583841,-12.1047,0.0023
358.2436269,-31.157808,-4.2491,0.274
358.2502693,-31.1574638,-17.8573,0.0002
357.1418198,-31.1609041,-4.8519,0.178
358.2121138,-31.1565721,99.0,99.0
358.2126491,-31.1561179,-10.887,0.0045
356.5907645,-31.1593792,-4.5661,0.2184
358.2486886,-31.1564194,99.0,99.0
358.2493448,-31.1557472,-16.0629,0.0004
358.2491696,-31.1557486,-12.4114,0.002
358.2486053,-31.1560775,-3.5239,0.4722
358.24952,-31.1557457,-15.4257,0.0007
358.2516303,-31.1564033,-14.9525,0.0007
358.249254,-31.1554615,-12.4954,0.0019
358.252093,-31.1563949,-18.5996,0.0002
356.0270394,-31.1558057,-4.895,0.3681
356.0805946,-31.1534782,-5.5527,0.1684
357.7847706,-31.156551,-5.2731,0.1706
356.0760355,-31.1528254,-4.8489,0.1999
356.0406013,-31.1518765,-4.5492,0.2022
356.5355518,-31.1534795,-5.7701,0.1307
356.5348772,-31.1520678,-6.215,0.1004
358.2482235,-31.1481413,-4.4707,0.1872
356.5349508,-31.1500009,-5.0848,0.1723
356.5354484,-31.1502976,-6.9439,0.0758
358.2414665,-31.1469623,-17.0946,0.0003
358.2505746,-31.1471909,-4.3644,0.4119
356.086316,-31.1456264,-5.4598,0.1652
358.2490633,-31.1454916,-4.8055,0.2181
358.2394956,-31.1444266,-16.8688,0.0003
356.0311408,-31.1406026,-5.361,0.1503
356.0303704,-31.1398301,-5.2784,0.194
356.0554688,-31.1385499,-4.5602,0.1462
356.0363195,-31.1384904,-4.546,0.1691
356.0280696,-31.1385114,-4.763,0.2421
356.0478262,-31.1381699,-5.6472,0.1619
356.0475723,-31.1377879,-5.445,0.1838
356.043491,-31.1372401,-4.9751,0.1266
356.0456663,-31.1372529,-4.1132,0.2823
358.2504282,-31.1378098,99.0,99.0
356.5512882,-31.1399892,-4.4716,0.2316
357.4416861,-31.1407947,-4.7545,0.2239
356.0303504,-31.1359873,-4.2298,0.3022
356.0554693,-31.1360368,-4.8638,0.2334
356.0441314,-31.1346044,-5.7744,0.174
356.0306982,-31.1344228,-3.8611,0.6852
356.3548425,-31.1370834,-5.0529,0.198
356.3658899,-31.1366021,-5.0926,0.2056
357.1463744,-31.1373916,-5.5361,0.1193
356.033723,-31.1313963,-5.2404,0.1649
358.2465427,-31.1322971,-15.0838,0.0014
356.0292658,-31.1302888,-4.425,0.2225
358.2463675,-31.1322985,-16.7312,0.0002
358.2504249,-31.1310779,-3.8171,0.6266
356.2119289,-31.1324292,-7.1088,0.0682
356.1902725,-31.1307216,-4.4922,0.1906
358.2468262,-31.1322947,-17.8805,0.0002
356.0561125,-31.1283833,-4.6615,0.1259
356.0553728,-31.1280883,-5.3656,0.1833
357.6971213,-31.131671,-13.1456,0.0935
356.0414934,-31.1271793,-4.6263,0.2043
356.0498826,-31.1262298,-5.3605,0.2099
356.0471449,-31.125665,-5.341,0.2392
356.0511718,-31.1248377,-5.1376,0.0966
356.0277831,-31.126256,-4.9274,0.2187
358.2363574,-31.1254716,-4.8052,0.1643
358.2514071,-31.1255757,99.0,99.0
358.2503316,-31.1215854,-4.3007,0.3626
358.0163078,-31.1200193,-6.1264,0.1004
358.251371,-31.1190282,-2.0451,3.2949
356.0440398,-31.1171092,-4.2303,0.2873
356.0271687,-31.1171096,99.0,99.0
357.9156604,-31.117811,-4.9617,0.2039
358.2513169,-31.1143303,-3.545,0.7058
356.232795,-31.1153137,-4.9799,0.1419
358.2487765,-31.113828,-4.2377,0.2683
358.2481132,-31.1133713,-5.0754,0.1622
357.4538292,-31.1163271,-8.9377,0.0135
357.4391289,-31.1163545,-11.4233,1.1498
357.4383008,-31.1163732,-10.2768,0.477
357.4491202,-31.1161746,-10.7268,0.2362
357.4381239,-31.1159857,99.0,99.0
356.0281743,-31.1100204,-5.0526,0.2092
358.2305311,-31.1089282,-4.4495,0.1646
358.2360501,-31.1083844,-16.3977,0.0004
357.5230376,-31.1119911,-5.3321,0.1687
357.5263498,-31.111508,-5.0024,0.2036
356.0282788,-31.106702,-4.8066,0.2229
358.2501656,-31.1059085,-4.7932,0.239
358.2509906,-31.1056963,99.0,99.0
356.0384045,-31.1032435,-4.5405,0.2712
358.2146014,-31.1030315,-5.0907,0.2203
356.0512367,-31.1018123,-4.2989,0.205
357.4445146,-31.1155495,-15.4692,0.1099
357.5761766,-31.1059961,-4.9543,0.1972
356.0282502,-31.1012335,-4.4243,0.2854
358.2502968,-31.1027258,-4.4727,0.3339
357.5226879,-31.1050187,-5.7921,0.1296
357.9419218,-31.1025184,-4.3763,0.2492
358.251163,-31.100487,-4.482,0.2736
358.2483306,-31.0990075,-4.3486,0.2942
358.2419947,-31.0980628,-4.5875,0.1856
358.2511015,-31.0976426,99.0,99.0
356.2706479,-31.0986335,-5.5569,0.1356
356.1864245,-31.0973502,-5.54,0.1154
357.1494232,-31.1005307,-4.7848,0.2485
356.269781,-31.0960611,-5.9622,0.117
356.2646336,-31.0956092,-6.245,0.0958
356.2648263,-31.0954183,-6.443,0.0844
356.2649466,-31.0951229,-6.0845,0.1021
356.2669199,-31.0944532,-6.9591,0.0684
356.0288826,-31.0912932,-4.8588,0.2394
356.7850542,-31.0944296,-5.1481,0.1923
356.2671435,-31.0916149,-5.1786,0.1704
358.2434821,-31.0910328,-5.1271,0.1725
356.268094,-31.0897716,-5.6406,0.1198
358.2499881,-31.0878709,-4.8713,0.1962
356.2643371,-31.0882584,-5.5685,0.1283
357.9054058,-31.0895431,-5.2314,0.1695
358.251235,-31.0863676,-5.5945,3.0652
356.4011993,-31.0860524,-6.3372,0.0955
358.2198938,-31.0830445,-4.6958,0.117
358.2361675,-31.082376,-4.6269,0.269
358.2506842,-31.0831091,99.0,99.0
356.0351661,-31.0813955,-3.7769,0.4365
356.0250796,-31.0788029,99.0,99.0
356.0362118,-31.0756007,-4.4253,0.2301
356.4290244,-31.0768966,-4.5717,0.1895
358.0308409,-31.0758381,-10.4331,0.1812
356.0274328,-31.0725369,-3.0177,0.7436
356.0287027,-31.0724291,-4.5942,0.185
356.4753996,-31.075058,-5.205,0.1715
358.2508228,-31.0717702,-2.1787,3.0459
356.0315575,-31.0706765,-4.1488,0.4074
358.2499871,-31.0710546,-3.2638,1.4557
356.038832,-31.0693482,-5.3446,0.2124
358.2482879,-31.0693684,-4.5705,0.2217
356.0292585,-31.0678147,-4.3537,0.2859
356.1356064,-31.0693913,-5.3224,0.1685
356.4668,-31.0706057,-5.2251,0.2005
358.2480344,-31.066782,-4.3299,0.2461
356.3346818,-31.0682817,-6.6652,0.093
356.0339747,-31.0650753,-4.9067,0.2189
356.3376119,-31.0663103,-4.7231,0.1869
356.3320654,-31.0657146,-5.8186,0.1198
356.0286672,-31.0643905,-5.4297,0.1701
356.0329134,-31.0634125,-4.7988,0.1659
356.3343837,-31.0648021,-5.9919,0.1068
356.0303784,-31.0629183,-4.1635,0.3455
358.2503161,-31.0633929,99.0,99.0
356.3361117,-31.0641118,-6.3124,0.1016
356.9974386,-31.0823033,-15.3061,0.003
358.2496516,-31.0616778,-2.9854,1.4064
356.0305671,-31.0593027,-4.495,0.231
356.0276686,-31.0589506,-4.7951,0.2808
356.1912836,-31.0596718,-4.777,0.2227
356.0274454,-31.0580715,-4.568,0.2334
358.2510632,-31.059317,-4.7536,7.7033
356.3333928,-31.0602125,-5.3655,0.1362
356.0330582,-31.0582459,-4.8022,0.1854
356.0373016,-31.0564483,-4.4268,0.2323
356.030109,-31.0560454,-4.9273,0.2109
356.0276623,-31.0568116,-5.4787,0.166
356.0315444,-31.0555892,-4.7532,0.2166
