RA,DEC,MAG_AUTO,MAGERR_AUTO
355.9949074,-30.6301528,-2.8737,1.7708
355.9811023,-30.6303185,0.5723,39.3896
355.993855,-30.6300265,99.0,99.0
355.9934745,-30.6295769,-4.2564,0.3703
355.9870182,-30.6296216,-3.3868,1.0827
356.0166877,-30.6303811,-5.0981,0.2278
355.9992472,-30.6295627,-3.8173,0.585
355.977438,-30.6294633,-4.3287,0.445
356.0155434,-30.6294817,-3.483,1.0767
355.9802605,-30.6296035,99.0,99.0
356.0013534,-30.6288836,-4.012,0.5036
356.0047233,-30.6302054,99.0,99.0
355.9993293,-30.6285797,-4.1721,0.3872
356.0007868,-30.6289642,-2.759,1.6804
356.0086606,-30.6290277,-2.6064,2.4906
356.0140815,-30.6287706,-3.6815,0.6932
358.2460026,-30.6306662,99.0,99.0
355.9775843,-30.627886,99.0,99.0
355.9893136,-30.6296059,99.0,99.0
356.0033031,-30.6288823,99.0,99.0
356.0234791,-30.6282801,-5.0166,1.5868
356.0048107,-30.6281107,-5.5004,1.6953
355.9811552,-30.6279671,-4.0398,4.9803
357.5674146,-30.6299768,-5.3713,0.1727
358.247028,-30.6258831,-5.3303,0.1831
357.5133927,-30.6245057,-5.0808,0.2016
356.0371323,-30.6196985,-4.0773,0.4286
356.0361067,-30.6183966,-3.0493,0.9837
356.0761906,-30.6172227,-4.6091,0.2679
357.0712142,-30.6337845,-15.6121,0.0029
358.2436043,-30.6144004,-3.7582,0.5426
357.3241445,-30.6180702,-4.7436,0.2206
357.5301759,-30.6174693,-5.7066,0.132
358.2376036,-30.6096471,-4.6019,0.2922
356.3894606,-30.6090264,-4.784,0.2129
356.0321277,-30.60467,-4.2925,20.9419
356.0327528,-30.6042299,-4.9738,0.1769
358.2464188,-30.6053203,99.0,99.0
356.0326817,-30.6038628,99.0,99.0
356.0334115,-30.6033905,-4.341,0.3649
357.3155815,-30.6088819,-5.8298,0.1125
356.0323472,-30.6024276,99.0,99.0
358.2471863,-30.6039175,-5.5628,2.1616
358.2175438,-30.6032159,-5.8478,0.1527
356.0340267,-30.6020025,99.0,99.0
358.2256007,-30.5990883,-5.1222,0.1274
358.2457495,-30.5990963,99.0,99.0
358.2431911,-30.5985001,-4.5406,0.2308
356.0361218,-30.5967701,-4.6932,0.2079
356.0383517,-30.5960978,-4.3055,0.3054
358.2077925,-30.5965063,-5.4138,0.1507
356.036225,-30.5940305,-5.0532,0.2357
357.2931574,-30.5960208,-11.6626,0.1793
356.8078432,-30.5953505,-5.2058,0.1756
358.2465116,-30.5905145,-7.5866,0.0308
357.3470955,-30.593889,-4.3692,0.2751
356.0375581,-30.5894902,-4.2139,0.3819
357.3380818,-30.5931798,-5.1967,0.1706
358.2466384,-30.5879373,-4.4103,0.3204
358.2428373,-30.5874382,-3.0141,1.0631
358.243557,-30.5844312,-3.052,1.4916
356.8132881,-30.5860989,-4.1858,0.2406
357.1155547,-30.5864935,-4.279,0.2405
358.2465181,-30.5828797,-4.057,0.5806
356.033728,-30.5803166,-4.9336,0.1494
356.0373194,-30.5800488,-4.7304,0.2166
358.2466414,-30.581695,99.0,99.0
356.0331191,-30.5797995,99.0,99.0
356.0326656,-30.5788822,-4.5422,0.1646
358.2441222,-30.5806704,-4.7804,0.2614
356.0324016,-30.5789886,-3.9954,0.3492
356.5456171,-30.5812007,-4.4094,0.2714
358.2468757,-30.5776911,-4.863,0.2108
356.0353488,-30.5762778,-3.5855,0.7413
356.0364391,-30.5749925,-4.0182,0.3231
356.037093,-30.5739085,-4.7523,0.2532
356.0365194,-30.5724381,-3.7355,0.7403
357.0192562,-30.5773557,-5.0606,0.1243
358.2468232,-30.5725261,99.0,99.0
356.0385277,-30.5711742,-4.767,0.2464
358.244421,-30.5712597,-4.6903,0.2288
356.0339036,-30.570068,-4.9,0.2077
356.0359575,-30.5695403,-3.8248,0.496
358.2451069,-30.5700772,-7.3436,0.0281
356.072777,-30.5683324,-5.0087,0.2292
356.0373111,-30.5691873,-3.4383,1.0587
358.0064172,-30.5689581,-5.6266,0.1256
358.2457179,-30.5668169,99.0,99.0
356.0372122,-30.5650258,-4.2488,0.2789
357.2558675,-30.5696108,-10.6072,0.239
357.2777538,-30.5692866,-4.7656,0.2069
356.0393211,-30.563547,-4.2264,0.3244
356.0377477,-30.5630143,-4.8554,0.2637
356.0502695,-30.5619351,-5.166,0.1923
358.2432733,-30.5612269,-6.1954,0.0517
356.038109,-30.5604323,-4.1038,0.3018
356.0356451,-30.5597715,-4.375,0.2863
358.2418799,-30.5598042,-4.5231,0.2127
358.246251,-30.5598574,99.0,99.0
358.2465945,-30.5591073,-4.7631,0.1597
356.0387552,-30.556011,-4.6151,0.2142
356.0370991,-30.5526198,-4.6878,0.1848
357.9987245,-30.5535748,-4.3988,0.203
356.0353129,-30.5510414,-4.5047,0.269
356.0443574,-30.5505323,-4.2899,0.2906
356.0371939,-30.5491093,-4.2083,0.2205
358.2458026,-30.5500766,-4.4155,0.3744
356.0445356,-30.5476584,-5.33,0.0937
358.2457257,-30.5490084,-3.4219,0.899
356.0439231,-30.5476521,-6.1534,0.0776
357.8152338,-30.5505248,-5.0917,0.1311
356.0421697,-30.5473103,-5.4388,0.1439
356.0380279,-30.5452649,-4.0855,0.2554
358.2468044,-30.5468613,-7.9262,0.2491
356.0336443,-30.5441486,-4.4644,0.2093
356.0337166,-30.5438969,99.0,99.0
356.0340508,-30.5434544,99.0,99.0
358.244597,-30.5442257,-3.3614,1.0408
356.0371888,-30.5424879,-4.5235,0.2443
358.2457116,-30.5433445,99.0,99.0
356.0327752,-30.5443107,99.0,99.0
358.2452577,-30.5418118,-4.3267,0.28
356.0365032,-30.5403085,-4.714,0.2115
357.2395494,-30.5438391,-5.0627,0.1971
357.0509932,-30.5428758,-4.735,0.1593
358.2455592,-30.5386675,-4.173,0.3998
358.2407873,-30.5388289,-4.694,0.22
358.2447869,-30.535785,-5.6716,0.0776
357.1056288,-30.5383733,-4.9491,0.1441
358.2458854,-30.5346941,-1.4352,5.6349
358.2453741,-30.5338172,99.0,99.0
356.3305192,-30.533348,-8.6247,0.9184
356.3288407,-30.5329269,-10.1136,0.5007
356.3393753,-30.5333502,-10.8232,0.4406
356.3609694,-30.5334063,-5.3684,0.1183
356.3396013,-30.5326991,-10.3026,0.9758
356.3370137,-30.5324504,-10.6626,0.1626
356.3384738,-30.5326118,-10.7364,0.2258
356.3388006,-30.5325306,-10.0425,0.6008
356.3302116,-30.5325893,-9.5837,1.4689
358.2452141,-30.5284649,-5.2498,0.1424
356.0401022,-30.527612,-4.5622,0.1982
358.2444755,-30.5288901,99.0,99.0
356.9813052,-30.5332217,-6.2876,0.0687
356.9828413,-30.5332944,-6.5249,0.0542
358.2445813,-30.527752,-2.7888,1.094
358.2464957,-30.5277862,-4.3931,9.2172
358.2440738,-30.527039,-3.9222,0.4438
358.2433712,-30.5267952,-5.0118,0.2104
357.634952,-30.5289204,-5.2395,0.1548
356.042316,-30.5241752,-4.6887,0.2064
356.0353174,-30.523927,-4.5685,0.2863
356.0375363,-30.5236837,-4.7092,0.2279
358.245248,-30.525658,-3.3339,1.4492
358.2386981,-30.5233854,-3.9822,0.2548
356.7006296,-30.526939,-5.3827,0.1462
358.2445998,-30.5235688,-4.6179,0.2584
357.175966,-30.5268596,-5.0512,0.2148
356.0369781,-30.521645,-4.601,0.3131
358.230459,-30.5212076,-4.4013,0.3234
358.2453607,-30.5210278,99.0,99.0
358.2425648,-30.5202127,-4.6164,0.2493
358.2443162,-30.5187257,-4.6974,0.1948
356.8789443,-30.5225888,-5.2583,0.1776
356.1876701,-30.5186272,-4.514,0.2327
356.0367943,-30.5182046,-4.3072,0.4679
356.0391788,-30.5171098,-4.0974,0.3058
356.0450071,-30.5168015,-4.4349,0.3007
356.0372079,-30.5163023,-4.6319,0.2384
356.9904404,-30.5212274,-5.5626,0.1003
358.2414321,-30.5167662,-4.1694,0.4067
356.0366034,-30.516053,-3.787,0.6634
358.2318239,-30.5170235,-4.7963,0.2753
356.0390244,-30.514093,-5.3277,0.1399
358.2408115,-30.5137755,-3.5762,0.5975
356.5901076,-30.5161845,-4.8095,0.1895
357.2017973,-30.517064,-4.9258,0.2115
356.590168,-30.5155836,-5.6131,0.1558
357.0143892,-30.5168702,-5.5671,0.1699
356.3922364,-30.5147343,99.0,99.0
356.3913105,-30.5139753,-10.3207,1.2609
356.035324,-30.5107626,-5.1514,0.1482
356.4099239,-30.5128107,-5.0101,0.1015
356.7989415,-30.5144081,-4.9516,0.1835
357.4737608,-30.5147892,-4.9606,0.1002
357.1891952,-30.5150817,-5.4103,0.1547
357.1868021,-30.5152867,-5.9266,0.12
356.0381563,-30.5110468,-4.3251,0.4551
357.0101286,-30.5146471,-5.8487,0.1177
356.4082717,-30.5118533,-4.8319,0.12
357.8763568,-30.5122688,-4.6217,0.162
357.8115388,-30.5255921,-15.6731,0.0029
357.1823205,-30.5139103,-6.0659,0.1154
357.1833599,-30.5132083,-5.8195,0.1255
356.3345127,-30.5103974,-4.494,0.1909
357.4734222,-30.511682,-5.0073,0.1176
356.0363649,-30.5074642,-2.8946,1.4569
356.4028331,-30.5089632,-4.5088,0.146
358.2034894,-30.5076303,-4.3622,0.2377
356.0453475,-30.5065548,-4.4925,0.2933
356.036754,-30.5058062,-5.0442,0.1669
358.2378307,-30.5064566,-4.9182,0.1316
356.9001432,-30.5095693,-4.9665,0.2382
356.0392815,-30.5046135,-4.6426,0.2583
356.305697,-30.5062411,-4.6451,0.2523
356.0481164,-30.5035882,-4.2293,0.2335
356.0853908,-30.5041255,-4.1401,0.3159
356.6299902,-30.5070778,-4.9748,0.1058
356.0441811,-30.5030679,-4.7573,0.2036
358.1974341,-30.503587,-4.7694,0.2589
356.0391791,-30.5025944,-5.0717,0.1516
358.2420359,-30.5034598,99.0,99.0
356.0405114,-30.5018457,-4.7165,0.2077
356.0389388,-30.5018764,99.0,99.0
356.0463954,-30.5014164,-4.706,0.1854
358.2426674,-30.502801,99.0,99.0
357.5235006,-30.5047838,-4.8249,0.12
356.0357841,-30.4995545,-3.9046,0.5344
356.0360988,-30.4991574,-5.1817,0.168
356.0434246,-30.4980843,-4.5608,0.1957
357.233255,-30.5030079,-4.8362,0.3069
357.2038799,-30.5017304,-5.3566,0.1228
356.0379577,-30.4936968,-4.8127,0.1656
356.0452119,-30.4933126,-4.5971,0.2776
356.0337168,-30.4933534,-5.1266,2.121
356.0438313,-30.4928022,-4.7761,0.2536
356.0443368,-30.4921437,-4.0821,0.352
358.2425031,-30.4923649,-3.0081,1.1798
356.0384766,-30.4918728,-2.6748,1.8085
356.0465615,-30.4899771,-3.9922,0.3331
356.0601446,-30.4902462,-4.3259,0.2745
356.0344469,-30.4907942,99.0,99.0
356.0415667,-30.4898057,-4.1772,0.3012
356.0399807,-30.489564,-2.4775,1.6787
358.2193121,-30.4886329,-4.5621,0.2595
356.8512566,-30.4921663,-6.4836,0.1073
356.0376995,-30.4859176,-3.7422,0.3531
356.0521043,-30.4850809,-4.5509,0.2127
356.0375186,-30.48474,-4.5305,0.2631
357.0465747,-30.4835117,-5.0559,0.1843
356.0503455,-30.4787863,-4.5476,0.1985
358.246477,-30.4799267,-7.2817,0.4096
358.2447576,-30.4798094,99.0,99.0
358.2458831,-30.4790816,-5.2772,0.2153
358.2385398,-30.4767927,-4.3604,0.2645
356.0434346,-30.4738464,-4.3437,0.21
357.7044898,-30.4771032,-5.2552,0.1704
356.0389702,-30.4707304,-4.5896,0.2381
358.2453389,-30.4706188,99.0,99.0
356.5934095,-30.4695323,-4.9198,0.2201
356.0447621,-30.4642495,-4.172,0.293
358.0870236,-30.4657788,-10.276,0.3475
358.0868948,-30.4655384,-11.6085,0.295
356.3883772,-30.5131712,-15.8772,0.0359
356.0453474,-30.4627493,-4.7839,0.2253
358.2281509,-30.4629651,-5.648,0.0655
356.0415176,-30.461986,-4.8083,0.2157
358.2458418,-30.4621245,-2.4342,2.4965
356.0471876,-30.4608237,-4.5422,0.2197
356.0408915,-30.4607854,-4.1575,0.3185
358.2414367,-30.4607548,-4.3468,0.2741
356.131724,-30.4599665,-4.8157,0.2089
356.0374271,-30.4599108,-4.9396,0.1843
357.7942843,-30.4617255,-5.5924,0.1339
356.8347923,-30.4628992,-4.8841,0.1454
356.0415451,-30.4589781,-3.2277,1.0404
356.0697674,-30.458457,-4.6073,0.2608
356.0358996,-30.4571928,-5.2008,0.7944
356.0401978,-30.4563298,-3.7371,0.4927
358.2434999,-30.456567,-3.3391,0.8109
356.0573627,-30.4550362,-4.8313,0.2658
358.2444568,-30.4561924,-2.8042,1.3943
358.2439553,-30.4557327,99.0,99.0
358.2356212,-30.4552545,-4.6526,0.1996
358.2457724,-30.4554113,99.0,99.0
358.2449166,-30.4542687,-5.2106,0.138
357.0422175,-30.4574785,-4.9951,0.1882
356.0371546,-30.4509752,-4.6953,0.2705
356.0415902,-30.4498201,-4.5483,0.1722
356.0452188,-30.448708,-3.9662,0.305
358.2459085,-30.4495541,99.0,99.0
357.7812136,-30.4511532,-4.8304,0.1931
357.7853025,-30.450598,-6.0832,0.1
356.5561932,-30.4509134,-5.6439,0.1281
358.2298734,-30.4471578,-5.6099,0.0656
358.2444101,-30.4472555,-3.9777,0.4355
356.7987822,-30.4502626,-4.9257,0.2015
356.8239909,-30.4496895,-5.5439,0.1496
357.0147286,-30.4495611,-5.7057,0.1321
357.5678208,-30.4504196,-6.1806,0.0811
358.2413958,-30.4454567,-3.7719,0.6055
358.239494,-30.4415986,-4.7329,0.1968
356.0362266,-30.4421473,99.0,99.0
356.0398307,-30.4402348,-5.5983,0.0971
356.0495148,-30.4377277,-4.5874,0.1428
356.7824573,-30.4419176,-5.5238,0.1059
356.0362326,-30.4379126,-3.2632,0.9642
356.0410812,-30.4350657,-3.8869,0.4266
356.0394903,-30.4333842,-4.4723,0.213
357.9278958,-30.4346108,-11.3922,0.1389
356.8071282,-30.4365269,-8.8577,2.0973
356.8078182,-30.4357193,-8.9567,0.8184
356.8128313,-30.4357479,-10.7205,0.3208
356.8071175,-30.4357523,-9.8926,0.4917
356.9325808,-30.4354065,-4.7764,0.2382
357.9298749,-30.4338396,99.0,99.0
356.0441657,-30.429695,-4.3432,0.2357
357.9318257,-30.433952,99.0,99.0
358.2351172,-30.4294246,-4.6165,0.2789
356.0638067,-30.4280414,-4.9651,0.1099
357.0691526,-30.4327637,-4.6299,0.2549
358.2366667,-30.4288878,-4.5216,0.2066
356.0379868,-30.4280488,-4.8249,0.2045
356.9384824,-30.4304933,-4.8647,0.1986
356.910495,-30.4299084,-4.783,0.2067
356.0782539,-30.4247149,-5.0676,0.1872
358.2378587,-30.4254849,-4.6174,0.256
358.2388721,-30.4241521,-4.4885,0.1979
358.2393533,-30.4218594,-4.8433,0.2216
356.039825,-30.4206817,-4.4144,0.273
356.0427185,-30.4197478,-3.6109,0.3746
358.2411607,-30.4212373,-4.8122,0.2179
356.0370488,-30.4201108,-5.1776,0.1633
358.2366231,-30.4207966,-4.7198,0.1658
357.3275954,-30.4237223,-5.2643,0.1943
356.0458208,-30.4187912,-4.488,0.1635
356.065052,-30.4173172,-4.74,0.1752
356.9100364,-30.4215693,-5.0756,0.2554
356.1536722,-30.4178613,-5.1059,0.1293
358.2418249,-30.4166293,-3.0784,0.847
358.2314225,-30.4163656,-4.3033,0.1806
356.0406687,-30.4170551,-5.3492,0.1422
358.2453461,-30.4160582,-4.8117,1.6357
356.0403888,-30.4153517,-4.6951,0.2279
356.0400656,-30.4124367,-4.8254,0.1688
356.0542931,-30.4132179,-5.4077,0.2036
357.0075481,-30.416675,-6.0546,0.1075
357.0063818,-30.4161312,-5.9549,0.1068
357.0178683,-30.4153913,-4.4976,0.1812
356.7341764,-30.4154481,-5.3029,0.1451
356.0406754,-30.4112193,-4.9055,0.1427
357.0191888,-30.4153416,-5.4347,0.1458
357.0182579,-30.4153144,-5.5669,0.1253
357.0199384,-30.4152058,-5.9136,0.1257
357.3278206,-30.4149259,-5.2471,0.1938
358.2416895,-30.410398,-3.5652,0.529
358.2451826,-30.4122811,99.0,99.0
358.2413195,-30.4108996,-4.8059,0.192
356.4259813,-30.4122817,-5.3826,0.1832
357.0179058,-30.4135634,-6.1381,0.1152
358.2446628,-30.4095651,-4.1425,0.4799
356.0386059,-30.4078637,-3.8502,0.48
358.24116,-30.408546,-3.8449,0.4489
356.039424,-30.4075769,-3.9712,0.4416
358.2450776,-30.4074575,99.0,99.0
358.2087885,-30.4057841,-4.9034,0.2142
356.0402332,-30.4039523,-4.6079,0.1942
356.0387641,-30.4028344,99.0,99.0
358.2426339,-30.4032085,-4.3545,0.4133
357.1119686,-30.4043058,-4.4691,0.2543
356.9944418,-30.4039681,-4.9833,0.1954
358.2451677,-30.4008176,99.0,99.0
358.2443274,-30.3985912,-4.5552,0.2414
356.0496219,-30.3972463,-4.283,0.2415
356.7830096,-30.4014278,-6.4487,0.0956
357.0874989,-30.4011609,-4.7618,0.2362
356.0387995,-30.395365,-4.6591,0.2192
358.2425739,-30.3953117,-3.6019,0.7178
358.2373478,-30.394764,-4.7346,0.1818
356.0407691,-30.394123,-6.4575,0.0757
358.2419456,-30.3938719,-4.1222,0.306
356.0462531,-30.3908612,-4.914,0.12
357.5116586,-30.3955728,-5.1774,0.201
356.8043943,-30.393456,-4.896,0.1603
356.7880627,-30.4054444,-15.5748,0.0029
358.2452258,-30.3873456,-5.6133,0.8813
358.2418127,-30.3872701,-3.8288,0.4331
357.3662587,-30.390595,-4.9704,0.2004
356.746992,-30.3896275,-4.8744,0.2052
356.0443943,-30.3850725,-6.152,0.051
358.2375211,-30.3817253,-4.3939,0.2265
356.0438551,-30.3807274,-5.1594,0.1444
356.0396531,-30.3799021,-5.6971,0.0695
358.2413163,-30.3808558,-4.8218,0.2021
358.240831,-30.3810242,-4.2866,0.3441
358.2213017,-30.3801993,-4.5243,0.1428
357.0230425,-30.3840815,-5.9782,0.1124
358.2449904,-30.3800507,99.0,99.0
357.0218836,-30.3835167,-6.2549,0.1053
358.2434057,-30.3788328,-4.0354,0.3894
357.2627952,-30.3822662,-4.9359,0.1443
358.2443625,-30.3791113,99.0,99.0
356.0487063,-30.3770682,-4.991,0.1359
356.8381848,-30.3815374,-5.6781,0.1287
356.0384577,-30.3762174,-4.5344,0.2272
356.6827065,-30.3772268,-5.8384,0.0812
358.2400342,-30.3694588,-5.0263,0.1759
356.0523331,-30.36746,-5.0029,0.1052
358.2428382,-30.3688901,-4.6364,0.3661
356.0395865,-30.3672149,-4.4636,0.2223
358.2374552,-30.368375,-5.2076,0.1498
358.2407904,-30.3681695,-4.4211,0.407
358.2371989,-30.3686999,-5.6419,0.2149
358.244898,-30.3674533,99.0,99.0
356.040765,-30.3656958,-4.2283,0.3261
358.2366489,-30.3695827,-6.2934,0.1262
358.1267779,-30.366841,-5.2696,0.1808
356.0442054,-30.3642208,-5.3214,0.0898
358.2420362,-30.3653376,-4.2988,0.3136
356.0381707,-30.3651936,-5.2288,0.2015
356.039588,-30.3628413,-4.4325,0.251
356.8029869,-30.3658555,-5.0769,0.2122
356.6890664,-30.3652519,-5.3753,0.12
356.717996,-30.3647083,-5.0047,0.205
356.9023757,-30.3788705,-15.4544,0.0029
356.6067068,-30.3624511,-5.1219,0.2004
357.5585624,-30.3612675,-4.8121,0.2133
358.2244807,-30.3563482,-4.9646,0.115
356.0524198,-30.3554051,-5.0371,0.2578
358.2437801,-30.3556334,99.0,99.0
356.3267168,-30.355109,99.0,99.0
356.3281915,-30.3547908,99.0,99.0
356.3276315,-30.3549105,99.0,99.0
356.3394059,-30.3550007,99.0,99.0
356.3381381,-30.3541519,-9.0561,0.5518
356.3300486,-30.3550299,99.0,99.0
356.32677,-30.354923,99.0,99.0
358.2109867,-30.3526871,-4.7924,0.2552
356.3277386,-30.3542972,99.0,99.0
357.0312836,-30.3554602,-5.4709,0.1331
357.1523306,-30.3556367,-5.2517,0.1902
356.0486371,-30.3498216,-5.5235,0.0805
357.6131637,-30.353779,-4.9757,0.146
356.8084381,-30.3526659,-4.8813,0.1119
356.7491669,-30.3527992,-5.8791,0.1366
357.8573192,-30.3721219,-15.7092,0.0028
357.9841979,-30.3495132,-5.7582,0.133
356.0561642,-30.3461143,-5.3547,0.0967
358.2317591,-30.3458994,-3.6484,0.2066
357.5174407,-30.349869,-4.9223,0.2088
358.1894904,-30.3455748,-6.3982,0.0393
357.1362423,-30.3491865,-4.4609,0.1576
356.8020362,-30.3484638,-4.687,0.157
358.0691321,-30.3455901,-4.7193,0.1219
356.0702612,-30.3437991,-5.4505,0.1817
356.0457563,-30.343127,-6.3741,0.0469
357.5262816,-30.3473654,-4.2235,0.172
356.9440345,-30.3469566,-4.6977,0.1676
356.7995267,-30.3465683,-4.9142,0.12
357.85728,-30.3449836,-6.0917,0.0563
357.9928143,-30.3447593,-5.6756,0.1405
357.9937228,-30.3440769,-4.6561,0.2429
357.3436899,-30.3453164,-4.3639,0.2656
356.0673622,-30.3406398,-4.7886,0.2605
356.3873785,-30.3425663,-6.3062,0.0407
357.4514018,-30.3443579,-4.8836,0.1141
357.8410489,-30.3426815,-4.5704,0.1453
356.7762663,-30.3432931,-4.1971,0.3045
356.0657407,-30.3390397,-4.7657,0.2704
358.2208508,-30.339424,-4.2067,0.296
356.399949,-30.3408561,-4.5995,0.1377
357.3755348,-30.34388,-5.1012,0.1499
358.1687922,-30.3395945,-4.593,0.1484
357.1289729,-30.3422811,-5.9652,0.0538
356.2167632,-30.3381282,-4.9254,0.1049
358.2264542,-30.3376012,-4.7941,0.1517
357.4734154,-30.34283,-11.5685,0.3176
356.053527,-30.3360813,-5.216,0.0881
356.0788592,-30.3357146,-5.1699,0.096
358.2203592,-30.3363647,-4.7265,0.2025
356.3901878,-30.3365617,-5.1294,0.0904
356.0407088,-30.3345315,-3.1869,1.2716
356.0406132,-30.3327745,-4.7427,0.149
356.0396477,-30.3334981,99.0,99.0
356.3965419,-30.336735,-5.632,0.1514
356.0408319,-30.3330782,-4.6653,0.3076
358.1688886,-30.3335916,-4.7273,0.2021
356.0405813,-30.332385,-4.6315,0.2244
358.1533283,-30.3329436,-3.6112,0.2454
356.0416036,-30.3318774,-2.5413,1.7382
356.087018,-30.331051,-7.2574,0.0231
358.2184365,-30.3320427,-4.1012,0.3455
356.0409449,-30.330242,-4.2542,0.3426
356.0398215,-30.3302044,-2.1515,2.2901
358.2203003,-30.3309893,-4.2254,0.3278
356.039114,-30.3305181,-4.3764,0.4955
356.0375383,-30.3303436,-4.4889,0.2902
356.0408751,-30.3305648,-3.0293,1.4585
356.0411555,-30.3297568,-4.3067,0.4244
358.1975173,-30.3299941,-4.3643,0.1642
356.046452,-30.3291938,-4.7942,0.1652
356.0780262,-30.3299573,-5.5222,0.2073
356.0550016,-30.3293811,-4.6122,0.2284
356.0366489,-30.3286234,-2.9753,0.9438
356.0389105,-30.3297809,-5.1408,0.2242
356.0438732,-30.3289716,99.0,99.0
356.0415027,-30.3287253,-2.9696,1.2163
356.0373552,-30.3299235,99.0,99.0
356.0357798,-30.3285888,-4.5618,0.1928
358.2187749,-30.3297799,-3.3556,0.7053
356.0382461,-30.3280376,-3.9113,0.4123
356.047518,-30.328968,-4.5932,0.3301
356.0461381,-30.3282945,-4.5203,0.2323
356.0373295,-30.3283902,-0.9575,6.7049
356.0370679,-30.3279694,-3.4839,0.4679
356.036301,-30.3282481,-5.5316,0.1398
356.0364794,-30.3279323,-4.1426,0.2818
356.0381253,-30.3288986,-4.8922,0.3163
356.0430717,-30.3279857,-5.168,0.152
356.0356604,-30.3279045,-4.459,0.1425
356.0653543,-30.3279336,-4.0734,0.4287
356.0391236,-30.3277014,-4.9599,0.1936
356.0533525,-30.3275919,-4.5244,0.1792
356.0403161,-30.3279651,-4.8504,0.1807
357.8288957,-30.3468457,-15.3971,0.0029
356.036881,-30.3283262,-4.4338,0.3424
356.7683744,-30.331538,-6.4474,0.0946
356.0394097,-30.328472,-4.6578,0.5343
356.0360058,-30.3267691,99.0,99.0
358.0940725,-30.3285736,-6.3497,0.048
356.7686159,-30.3310382,-6.3258,0.0976
356.036597,-30.3267792,-4.7699,0.2266
356.0395925,-30.3276792,99.0,99.0
358.2349555,-30.3277497,-4.276,0.3244
356.0478737,-30.3264395,-3.4456,0.7865
356.0411321,-30.3263712,-3.2958,0.8325
356.0424646,-30.3262946,-4.7228,0.1993
358.2366299,-30.3269111,99.0,99.0
356.0602771,-30.3261866,-4.1966,0.3428
358.237276,-30.3265567,-4.7601,0.1782
358.2071782,-30.3250937,-4.4685,0.2689
356.1940124,-30.3240585,-5.0028,0.1052
356.0407229,-30.3239272,99.0,99.0
358.1627927,-30.3234785,-4.6529,0.1322
356.7684426,-30.3265708,-6.1573,0.1027
356.1543645,-30.3229387,-4.2423,0.2773
356.1130555,-30.3218761,-6.659,0.0374
356.7696737,-30.3262791,-7.0146,0.0764
358.224157,-30.3218591,-4.7664,0.151
356.1130096,-30.3213952,-5.2637,0.1004
356.771816,-30.3249853,-5.8458,0.1221
356.1932387,-30.3215444,-4.7741,0.122
358.2049429,-30.3214381,-4.3783,0.2405
358.2354824,-30.3226794,99.0,99.0
358.1942353,-30.3215434,-4.543,0.196
356.7717301,-30.324747,-6.8031,0.0816
358.2367487,-30.3214607,-4.1712,0.4605
356.767716,-30.3247293,-6.8752,0.0783
356.7672401,-30.3246767,-6.7039,0.0816
358.1194969,-30.3214521,-4.5878,0.2482
358.2085932,-30.3209888,99.0,99.0
358.084069,-30.320886,-4.8773,0.1813
358.2370399,-30.3194154,-4.584,0.2296
358.2069127,-30.3195244,-4.6843,0.2152
358.0818288,-30.3202802,-4.0125,0.3477
358.2340522,-30.319292,-3.7139,0.638
357.2390391,-30.322626,-4.3362,0.2879
358.2317637,-30.3191167,99.0,99.0
358.2378463,-30.3186889,99.0,99.0
356.1199692,-30.3186284,-5.3495,0.1138
356.7723153,-30.3218049,-6.4301,0.0894
356.7711652,-30.3214455,-6.9933,0.0756
356.0816697,-30.3176158,-4.4279,0.3567
356.0749228,-30.316664,-4.5616,0.231
356.1198466,-30.3177158,-4.8357,0.1233
356.079819,-30.3165164,-5.0381,0.1206
356.1270595,-30.3168128,-3.3724,0.7253
356.2004633,-30.317211,-4.7422,0.223
356.1601423,-30.3167114,-5.0596,0.2583
356.1080112,-30.3163201,-4.5689,0.2196
358.2084277,-30.3163101,99.0,99.0
356.159817,-30.3156215,-3.8011,0.3295
356.132943,-30.3163822,-4.5163,0.2319
356.1886651,-30.316468,-4.5752,0.1846
358.2065212,-30.3163403,-5.2342,0.127
356.1626239,-30.3158702,-4.1961,0.2294
356.1196502,-30.3164474,-5.7152,0.0911
358.1911866,-30.316377,-4.0201,0.5725
358.0511212,-30.3171244,-5.0641,0.2186
356.1197199,-30.3170583,-6.0562,0.0766
356.1206019,-30.3219963,-5.9618,0.0923
358.1524715,-30.3194238,-5.0141,0.5815
358.2041231,-30.316158,99.0,99.0
356.1864251,-30.3150958,-5.8606,0.0752
356.1194177,-30.315404,-5.2501,0.1112
356.1992259,-30.315148,-4.1168,0.2553
356.1193681,-30.3149715,-4.8774,0.1334
356.2088264,-30.3155813,-3.6262,0.4781
356.073118,-30.314152,-5.0471,0.1239
358.2185916,-30.3154515,99.0,99.0
356.1613164,-30.3144364,-6.066,0.061
356.9167897,-30.3177523,-5.0787,0.1787
356.1192847,-30.3146684,-5.04,0.1298
356.0620107,-30.312687,-6.4494,0.0478
356.159481,-30.315886,-6.0806,0.1257
356.1302939,-30.3134666,-4.7515,0.191
356.1028346,-30.3131877,-3.3339,0.6828
358.1224642,-30.3139914,-4.114,0.3902
358.0770935,-30.3145696,-4.795,0.1856
356.1629857,-30.3126854,-4.4246,0.2479
